Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotAtt/90,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonCmp/90,PasLonAtt,PasLonAtt/90,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,Tkl/90,TklWon,TklWon%,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkSh/90,BlkPass,Int,Int/90,Tkl+Int,Clr,Clr/90,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon/90,AerLost,AerDuels/90,AerWon%
1314,Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,21,2001,18,18,1560,17.3,1,0.98,0.52,52.9,0.06,0.11,26.3,0,0,0,40,47.3,2.734104046,84.5,633.1,196.1,20.6,23.1,89.5,16.1,18.2,88.6,2.25,0.1300578035,3.41,0.1971098266,66.1,0.06,0.69,4.16,0.58,0,5.55,47.3,46.1,0.81,0.81,0.06,0.23,0.17,0,0,0,0,0,40,0.46,1.1,2.43,1.73,0,0.17,0.17,0.23,0.12,0.23,0.23,0,0,0,0,0,2.37,0.1369942197,1.27,53.59,1.27,0.98,0.12,0.69,1.21,57.1,0.52,1.39,0.35,0.02023121387,1.04,0.92,0.05317919075,3.29,0.58,0.03352601156,0,60.3,1.79,13.9,37.2,10.5,0.58,60.3,3.53,1.68,47.5,1.16,32.8,39.7,198.8,107.7,1.68,1.79,0.17,2.49,1.62,43.3,1.68,0.4,0,0,1.85,2.31,0,0.17,1.27,0,0,0,7.34,0.64,0.58,1.22,52.4
1315,Youssouf Koné,MLI,DF,Ajaccio,Ligue 1,27,1995,7,7,520,5.8,0,0.17,0.17,100,0,0,27.6,0,0,0,29,38.1,6.568965517,76,527.9,220.2,14,14.7,95.3,10.5,12.6,83.6,3.97,0.6844827586,9.66,1.665517241,41.1,0,0,2.93,0.34,0.17,2.24,38.1,32.9,5.17,0.34,0,0.34,2.24,4.83,0,0,0,0,29,0,0.52,0.52,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,3.45,0.5948275862,2.24,64.93,2.93,0.52,0,1.72,2.59,66.7,0.86,1.03,0.34,0.05862068966,0.69,1.38,0.2379310345,4.83,3.28,0.5655172414,0.17,49.3,6.03,20.5,24.7,4.83,0,49.3,1.21,0.17,14.3,0.17,14.3,31.2,166,79.1,1.55,0.86,0,1.38,0.17,25.9,1.72,0.52,0,0,1.21,1.72,0,2.24,2.24,0,0,0,6.9,0,1.03,1.03,0
1316,Ezri Konsa,ENG,DF,Aston Villa,Premier League,25,1997,21,20,1792,19.9,0,0.2,0,0,0,0,8,0,0,0,44.3,51.4,2.582914573,86.1,813.2,277.2,16.3,17.8,91.3,24.1,26.1,92.3,3.47,0.1743718593,6.23,0.3130653266,55.6,0,0.2,1.91,0.2,0.1,1.26,51.4,49.1,2.11,1.36,0.05,0.15,0.2,0.7,0,0,0,0,44.3,0.2,0.5,0.35,0.35,0,0,0,0,0,0.05,0.05,0,0,0,0,0,1.41,0.07085427136,0.4,28.37,0.9,0.4,0.1,0.6,0.65,92.3,0.05,0.9,0.45,0.02261306533,0.45,0.8,0.04020100503,2.21,3.47,0.1743718593,0.1,59.8,8.49,33.6,24.5,2.06,0.45,59.8,0.4,0.1,25,0.1,25,36.7,151.5,83.4,0.25,0.2,0,0.4,0.05,41.8,0.4,0.15,0,0,0.35,1.86,0,0.2,0.4,0,0,0,4.82,1.66,1.21,2.87,57.9
1317,Teun Koopmeiners,NED,MF,Atalanta,Serie A,24,1998,21,20,1835,20.4,6,1.81,0.74,40.5,0.11,0.27,22.8,0.25,0.1,0.2,41,55,2.696078431,74.5,760.6,307.2,16.7,19.2,86.7,17.7,22.1,80,5.15,0.2524509804,10.7,0.5245098039,47.9,0.15,1.72,5.05,1.67,0.39,6.08,55,50.1,4.75,1.76,0.2,0.74,4.51,0.83,2.01,0.74,0.98,0,41,0.15,0.93,3.87,2.65,0.74,0,0.39,0.1,0,0.64,0.39,0.15,0,0.1,0,0,1.42,0.06960784314,0.78,54.93,0.44,0.78,0.2,0.93,1.62,57.6,0.69,1.27,0.2,0.009803921569,1.08,0.78,0.03823529412,2.21,1.42,0.06960784314,0.05,65.9,3.48,16.9,29.2,20.5,1.96,65.7,1.52,0.69,45.2,0.78,51.6,36.4,177.4,90.8,1.76,1.81,0.29,1.47,0.88,44.6,3.19,0.25,0,0,1.32,0.74,0.05,4.51,0.78,0,0,0,6.03,1.03,0.59,1.62,63.6
1318,Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,22,2001,14,7,668,7.4,0,0.14,0,0,0,0,21.9,0,0,0,48.2,57.6,7.783783784,83.8,780,278.4,22.2,24.9,89.1,22,24.6,89.6,2.84,0.3837837838,5.14,0.6945945946,55.3,0.14,0.41,3.78,0.27,0.14,3.92,57.6,52.7,4.73,1.35,0,0,0.41,3.38,0,0,0,0,48.2,0.14,1.35,1.08,1.08,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0.95,0.1283783784,0.81,85.26,0.54,0.27,0.14,0.27,0.27,100,0,1.62,0.54,0.07297297297,1.08,0.95,0.1283783784,1.89,3.65,0.4932432432,0,68.1,6.22,25.5,36.4,6.76,0.54,68.1,0.81,0.27,33.3,0.54,66.7,35.4,173,100.3,1.35,1.22,0,1.62,0.81,40.7,1.22,0,0,0,0.41,0.27,0.14,0.41,0.81,0,0,0,7.16,1.76,1.22,2.98,59.1
1319,Filip Kosti?,SRB,DFFW,Juventus,Serie A,30,1992,21,19,1484,16.5,2,1.33,0.42,31.8,0.09,0.29,19.1,0,0,0,29.9,42.9,2.6,69.6,503.3,164.3,14.4,17.2,83.7,11.6,15.6,74.3,3.03,0.1836363636,6.61,0.4006060606,45.9,0.3,2.24,1.94,1.82,1.21,2.97,42.9,37.5,5.27,0.42,0.12,0.18,8,3.21,1.64,0.12,1.45,0,29.9,0.12,2.06,3.27,2.48,0.48,0.12,0.18,0,0,0.42,0.3,0,0,0.12,0,0,1.76,0.1066666667,1.21,68.75,0.73,0.79,0.24,0.97,1.7,57.1,0.73,1.03,0.06,0.003636363636,0.97,0.36,0.02181818182,2.12,0.79,0.04787878788,0,52.6,1.03,7.52,21.8,23.8,1.88,52.6,1.33,0.42,31.8,0.73,54.5,27.8,153.3,81.7,3.21,1.58,0.73,2.12,0.48,33.8,7.76,0.06,0,0,1.45,0.36,0,8,1.21,0,0,0,5.15,0.36,0.42,0.78,46.2
1320,Filip Kosti?,SRB,DFMF,Eint Frankfurt,Bundesliga,30,1992,1,1,74,0.8,0,1.25,0,0,0,0,21.1,0,0,0,28.8,50,62.5,57.5,586.3,325,10,13.8,72.7,15,20,75,3.75,4.6875,13.8,17.25,27.3,0,1.25,1.25,1.25,0,5,50,31.3,17.5,3.75,0,1.25,8.75,7.5,6.25,3.75,2.5,0,28.8,1.25,0,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0,2.5,3.125,0,0.00,1.25,1.25,0,0,0,0,0,0,0,0,0,1.25,1.5625,3.75,0,0,0,56.3,0,12.5,20,25,3.75,56.3,3.75,1.25,33.3,1.25,33.3,28.8,215,131.3,3.75,1.25,1.25,0,1.25,28.8,3.75,1.25,0,0,1.25,1.25,0,8.75,0,0,0,0,3.75,0,0,0,0
1321,Christian Kouamé,CIV,FW,Fiorentina,Serie A,25,1997,19,16,1347,15,2,2.2,0.73,33.3,0.06,0.18,14,0.07,0,0,24.2,34,2.266666667,71.2,361.9,83.1,14.2,17.7,80.4,6.8,10,68,1.67,0.1113333333,2.87,0.1913333333,58.1,0.13,1.87,1.53,1.6,0.4,2.87,34,32.4,1.53,0.13,0.07,0.33,2.4,1,0.13,0,0,0,24.2,0.07,0.8,4.13,3.2,0,0.27,0.27,0.4,0,0.27,0.2,0,0.07,0,0,0,1.07,0.07133333333,0.8,74.77,0.4,0.27,0.4,0.33,0.6,55.6,0.27,0.87,0.2,0.01333333333,0.67,0.8,0.05333333333,1.87,0.2,0.01333333333,0,48.1,0.27,3.87,16,28.7,5.73,48.1,3.53,1,28.3,1.93,54.7,29.5,154.3,70.7,2.87,1.53,1.27,3.87,2.07,35.8,10.7,0.2,0,0,1.67,3,0.2,2.4,0.8,0.07,0,0,4.87,2.93,2.6,5.53,53
1322,Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,26,1996,20,20,1701,18.9,0,0.9,0.16,17.6,0,0,21.8,0,0,0,40.6,45.9,2.428571429,88.5,720.2,193.1,16.7,18.1,92.4,19,21.2,89.8,3.7,0.1957671958,4.6,0.2433862434,80.5,0.05,0.74,5.29,0.37,0.11,5.98,45.9,45.6,0.21,0.21,0.11,0.53,0.21,0,0,0,0,0,40.6,0.11,0.58,2.28,2.06,0,0.11,0.05,0.05,0,0.21,0.21,0,0,0,0,0,1.27,0.0671957672,0.85,66.93,0.9,0.26,0.11,0.48,1.06,45,0.58,1.11,0.42,0.02222222222,0.69,1.9,0.1005291005,3.17,1.53,0.08095238095,0,56.7,4.29,17.1,32.7,8.41,0.63,56.7,2.38,1.48,62.2,0.63,26.7,45,293.9,132.8,2.33,1.8,0.16,1.32,1.06,39.4,1.16,0.21,0,0,1.64,1.85,0,0.21,0.85,0,0,0,7.88,0.37,0.69,1.06,35
1323,Tomá Koubek,CZE,GK,Augsburg,Bundesliga,30,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,27,41.5,10.375,65.1,1036.3,842,1.75,1.75,100,11.8,11.8,100,13.5,3.375,28,7,48.2,0,0,2.5,0,0,0,41.5,29,12.5,2.5,0,0,0,0,0,0,0,0,27,0,0,1,0.75,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.125,0,45,34.3,44.5,0.5,0,0,45,0,0,0,0,0,24.3,176.8,121.3,0,0,0,0,0,18,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0.75,0,0.75,100
1324,Kalidou Koulibaly,SEN,DF,Chelsea,Premier League,31,1991,14,12,1115,12.4,2,0.73,0.32,44.4,0.22,0.5,12.5,0,0,0,66.1,77.3,6.233870968,85.6,1156,446,29.7,31.5,94.1,30.2,33.7,89.7,5.08,0.4096774194,9.68,0.7806451613,52.5,0,0.4,4.6,0.4,0,4.35,77.3,74,3.23,2.26,0,1.05,0.24,0.97,0,0,0,0,66.1,0.08,0.65,1.29,1.05,0,0,0.08,0,0.16,0.16,0.16,0,0,0,0,0,2.02,0.1629032258,1.29,63.86,1.37,0.48,0.16,0.97,1.61,60,0.65,1.13,0.24,0.01935483871,0.89,1.45,0.1169354839,3.47,3.31,0.2669354839,0,87.1,7.58,39.8,43.5,4.35,1.21,87.1,0.48,0.32,66.7,0.16,33.3,55.2,252.3,130.9,0.73,0.65,0,0.65,0.08,63.7,0.24,0.4,0.08,0.08,1.45,0.48,0,0.24,1.29,0,0,0,5.73,1.77,1.45,3.22,55
1325,Jules Koundé,FRA,DF,Barcelona,La Liga,24,1998,13,12,1031,11.5,0,0.52,0,0,0,0,14.2,0,0,0,71.2,79.7,6.930434783,89.3,1239.7,390,32.5,35.1,92.6,31.1,33.4,93.2,6.26,0.5443478261,8.26,0.7182608696,75.8,0.17,0.52,8.87,0.61,0.17,6.87,79.7,73.3,6.09,1.91,0.26,0.61,1.04,4.17,0,0,0,0,71.2,0.35,0.61,1.57,1.57,0,0,0,0,0,0.35,0.35,0,0,0,0,0,1.3,0.1130434783,0.87,66.92,0.7,0.43,0.17,0.7,0.78,88.9,0.09,1.13,0.43,0.03739130435,0.7,0.78,0.06782608696,2.09,1.39,0.1208695652,0,87.2,3.91,24.8,49.3,13.7,1.57,87.2,0.78,0.35,44.4,0.26,33.3,57.3,302.6,191.9,2.35,2.26,0.17,0.7,0.61,63.7,2,0,0,0,0.96,0.43,0.09,1.04,0.87,0,0,0.09,6.17,1.3,0.78,2.08,62.5
1326,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,25,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,53,63,31.5,84.1,1047,376,16,20,80,29.5,30.5,96.7,6,3,9.5,4.75,63.2,0,0.5,5.5,0,0,5,63,62,1,0,0,0.5,0,1,0,0,0,0,53,0,0.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.75,1,66.67,0.5,1,0,1.5,2,75,0.5,2,1,0.5,1,1.5,0.75,3,1.5,0.75,0.5,72,4.5,32.5,38.5,2,1,72,0,0,0,0,0,53.5,331.5,153,0.5,0.5,0,0,0,44.5,0,0,0,0,1,1,0,0,1,0,0,0,10.5,3,2.5,5.5,54.5
1327,Cheikhou Kouyaté,SEN,MFDF,Nott'ham Forest,Premier League,33,1989,12,9,704,7.8,1,0.64,0.64,100,0.2,0.2,17.1,0,0,0,20.4,26.4,3.384615385,77.2,326.3,90.4,10.1,12.9,78.2,6.54,7.69,85,2.18,0.2794871795,2.95,0.3782051282,73.9,0,0.64,1.41,0.26,0,2.05,26.4,25.8,0.51,0.51,0,0.13,0,0,0,0,0,0,20.4,0.13,0.64,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0.3282051282,1.92,75.00,1.28,1.03,0.26,0.64,1.03,62.5,0.38,1.67,0.13,0.01666666667,1.54,0.64,0.08205128205,3.21,2.56,0.3282051282,0,37.4,3.46,13.5,17.8,6.54,1.28,37.4,1.15,0.77,66.7,0.13,11.1,17.3,84.2,32.3,0.77,0.38,0.38,1.54,0.51,18.8,1.03,0.26,0,0,1.92,0.9,0,0,1.92,0,0,0,5.77,1.79,0.64,2.43,73.7
1328,Mateo Kova?i?,CRO,MF,Chelsea,Premier League,28,1994,15,7,835,9.3,0,1.29,0,0,0,0,25.6,0,0,0,57.7,68.9,7.408602151,83.8,951.9,291.3,28.4,32.3,88,23.5,26.2,89.8,3.87,0.4161290323,6.77,0.7279569892,57.1,0.11,1.08,8.39,1.29,0.11,8.17,68.9,67.5,1.4,1.18,0.65,0.75,0.22,0.22,0,0,0,0,57.7,0,1.18,3.01,2.58,0.11,0,0.32,0,0,0.22,0.22,0,0,0,0,0,1.94,0.2086021505,1.29,66.49,0.75,0.97,0.22,0.86,1.29,66.7,0.43,0.54,0.11,0.01182795699,0.43,1.29,0.1387096774,3.23,0.97,0.1043010753,0,78.7,1.83,14,50.1,15.3,0.32,78.7,0.97,0.22,22.2,0.54,55.6,50.5,308.4,141,2.15,1.94,0.11,1.4,1.29,60.8,1.08,0.32,0,0,1.08,0.54,0,0.22,1.29,0,0,0,6.34,0.43,0.75,1.18,36.4
1329,Viktor Kovalenko,UKR,MF,Spezia,Serie A,26,1996,10,5,390,4.3,0,1.16,0,0,0,0,19.6,0.23,0,0,31.2,38.8,9.023255814,80.2,472.3,103.7,17.4,18.8,92.6,11.2,14,80,2.09,0.4860465116,3.49,0.811627907,60,0,1.16,0.7,0.93,0.23,3.95,38.8,37.2,1.63,0.47,0,0.7,1.4,0.7,0.47,0.23,0,0,31.2,0,1.4,1.63,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0.3790697674,0.7,42.94,0,1.16,0.47,0.7,0.93,75,0.23,2.33,0.47,0.1093023256,1.86,0.23,0.05348837209,1.86,1.16,0.2697674419,0,49.1,1.63,8.37,25.6,15.3,2.56,49.1,0.23,0.23,100,0,0,25.3,99.8,36.3,0.23,0.47,0.23,1.63,0,31.6,4.42,0.23,0,0,1.63,1.63,0.23,1.4,0.7,0,0,0,3.95,0.47,2.09,2.56,18.2
1330,Soichiro Kozuki,JPN,FWMF,Schalke 04,Bundesliga,22,2000,5,5,379,4.2,1,3.33,1.43,42.9,0.07,0.17,18.9,0,0,0,12.4,20.2,4.80952381,61.2,226.2,71,6.43,8.57,75,4.05,7.38,54.8,1.9,0.4523809524,2.86,0.680952381,66.7,0,0.95,0.71,0.71,0.48,2.38,20.2,19.8,0.48,0,0,0.24,3.57,0.24,0.24,0,0.24,0,12.4,0,0.95,2.38,2.14,0.24,0,0,0,0,0,0,0,0,0,0,0,1.43,0.3404761905,0.95,66.43,0.71,0.71,0,0.95,1.43,66.7,0.48,1.43,0,0,1.43,0.71,0.169047619,2.14,0.71,0.169047619,0,37.6,1.19,6.9,12.6,18.3,3.81,37.6,3.81,1.43,37.5,1.9,50,23.1,145.2,67.6,3.81,1.43,0.95,2.14,1.9,25.2,8.81,0.24,0,0,1.67,1.19,0,3.57,0.95,0,0,0,4.52,0.71,1.9,2.61,27.3
1331,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,28,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Alex Král,CZE,MF,Schalke 04,Bundesliga,24,1998,15,12,1097,12.2,0,1.23,0.08,6.7,0,0,21.3,0,0,0,21.5,31.9,2.614754098,67.4,381.5,127.5,8.69,12.1,71.6,9.75,12.5,78.3,2.13,0.1745901639,4.43,0.3631147541,48.1,0,0.33,2.46,0.16,0,3.44,31.9,31.1,0.57,0.49,0.16,0.16,0.41,0,0,0,0,0,21.5,0.25,1.07,2.05,1.64,0,0,0.16,0.16,0.08,0.08,0.08,0,0,0,0,0,1.8,0.1475409836,1.07,59.44,0.57,1.15,0.08,0.82,1.39,58.8,0.57,1.97,0.25,0.02049180328,1.72,0.98,0.08032786885,2.79,2.38,0.1950819672,0,42.4,2.87,12.1,23.1,7.54,0.9,42.4,1.07,0.41,38.5,0.57,53.8,19.8,100.2,46.6,1.39,1.07,0,0.9,0.49,21.1,1.56,0.08,0,0,0.74,0.57,0.16,0.41,1.07,0,0,0,6.39,1.48,2.21,3.69,40
1333,Andrej Kramari?,CRO,MFFW,Hoffenheim,Bundesliga,31,1991,19,14,1365,15.2,5,2.17,0.86,39.4,0.15,0.38,15.8,0.13,0,0.13,30.1,38.3,2.519736842,78.7,459.3,92.2,16.8,19.1,88.3,9.47,11.8,80,2.3,0.1513157895,3.55,0.2335526316,64.8,0.2,1.25,3.49,1.05,0.2,3.95,38.3,35.8,2.3,0.07,0,0.59,1.58,0.86,0.13,0.07,0,0,30.1,0.2,0.92,3.42,2.89,0.07,0.13,0.33,0,0,0.46,0.33,0,0,0.13,0,0,0.2,0.01315789474,0.07,35.00,0.07,0.07,0.07,0.07,0.39,16.7,0.33,0.53,0.07,0.004605263158,0.46,0.13,0.008552631579,0.33,0.53,0.03486842105,0,46.8,0.46,4.21,26,17,3.95,46.7,1.91,0.86,44.8,0.92,48.3,30.7,145,58.2,1.71,1.05,0.39,2.11,1.38,36.1,7.96,0.07,0,0,0.33,1.12,0.46,1.58,0.07,0,0,0,4.01,0.39,0.2,0.59,66.7
1334,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,31,1991,18,18,1462,16.2,0,0.31,0,0,0,0,19.9,0,0,0,41,50.5,3.117283951,81.3,577.7,174.9,24,26.9,89.2,12.8,15.4,83.2,1.67,0.1030864198,3.09,0.1907407407,54,0,0.68,2.47,0.68,0.12,3.7,50.5,47.5,2.72,1.54,0.12,0.19,0.68,0.56,0,0,0,0,41,0.25,1.73,1.79,1.48,0,0.12,0.06,0.12,0,0.06,0.06,0,0,0,0,0,1.6,0.0987654321,1.17,73.13,0.86,0.62,0.12,0.99,2.04,48.5,1.05,0.99,0.06,0.003703703704,0.93,0.43,0.02654320988,2.04,1.42,0.08765432099,0,60.2,2.1,15.2,31.1,14.5,2.41,60.2,2.41,0.99,41,1.23,51.3,34.2,142,67,1.3,1.54,0.37,1.23,1.42,42.7,3.52,0.19,0,0,1.42,0.8,0.25,0.68,1.17,0,0,0,4.14,0.86,1.05,1.91,45.2
1335,Tom Krauß,GER,MF,Schalke 04,Bundesliga,21,2001,20,20,1636,18.2,1,0.93,0.38,41.2,0.06,0.14,19.8,0,0,0,20.9,28.8,1.582417582,72.7,317.6,106.1,10.7,13.8,77.7,8.19,10.1,81.4,1.15,0.06318681319,2.25,0.1236263736,51.2,0,0.27,1.81,0.38,0,3.24,28.8,27.6,1.04,0.27,0.05,0,0.49,0.05,0,0,0,0,20.9,0.16,1.04,1.59,1.32,0,0.11,0.05,0.05,0.05,0.16,0.11,0,0,0,0.05,0,4.51,0.2478021978,2.64,58.54,1.59,2.47,0.44,1.87,3.63,51.5,1.76,1.65,0.22,0.01208791209,1.43,1.37,0.07527472527,5.88,0.82,0.04505494505,0,40.9,1.65,10.8,22.1,9.07,0.6,40.9,1.21,0.6,50,0.6,50,17.1,99.7,49.9,1.37,1.15,0.11,0.82,1.1,15.6,1.7,0.16,0,0,1.26,0.93,0,0.49,2.64,0,0,0,8.02,0.88,1.04,1.92,45.7
1336,Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,20,0,0,10,10,0,20,0,0,0,0,0,5,10,0,0,0,0,5,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,5,15,20,25
1337,Raimonds Krollis,LVA,FW,Spezia,Serie A,21,2001,1,0,15,0.2,0,5,5,100,0,0,21.4,0,0,0,5,10,50,50,115,25,0,5,0,5,5,100,0,0,0,0,0,0,0,0,0,0,5,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,25,5,100.00,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25,0,0,5,20,0,25,0,0,0,0,0,15,180,55,5,0,0,5,0,15,5,0,0,0,10,0,0,0,5,0,0,0,0,0,5,5,0
1338,Toni Kroos,GER,MF,Real Madrid,La Liga,33,1990,17,14,1219,13.5,2,1.26,0.44,35.3,0.12,0.33,25.5,0.15,0,0,92.6,101.9,7.548148148,90.9,1747.1,626.8,38.8,39.9,97.4,39,41.1,95,12.5,0.9259259259,17.3,1.281481481,72.5,0.15,2.15,15.4,1.19,0.44,12.7,101.9,91.3,9.93,5.26,0.15,2.15,5.78,0.59,4.07,1.41,1.56,0.07,92.6,0.59,0.37,4.67,2.96,1.48,0,0.07,0.07,0.07,0.22,0.15,0.07,0,0,0,0,2.07,0.1533333333,1.33,64.25,0.59,1.48,0,1.04,2.3,45.2,1.26,1.26,0.15,0.01111111111,1.11,1.04,0.07703703704,3.11,0.37,0.02740740741,0,108.3,2.22,20.7,66.2,22.1,0.67,108.3,0.81,0.15,18.2,0.44,54.5,71.6,318.8,174.7,2.07,1.33,0.15,0.37,0.52,84.3,1.41,0.15,0.07,0.07,1.11,1.48,0,5.78,1.33,0,0,0,6.67,0.37,0.3,0.67,55.6
1339,Rade Kruni?,BIH,MFFW,Milan,Serie A,29,1993,11,8,721,8,0,0.75,0.13,16.7,0,0,12.4,0,0,0,24.6,31.4,3.925,78.5,392.6,135.1,11.1,13.5,82.4,10.4,12,86.5,1.75,0.21875,2.63,0.32875,66.7,0.13,1,2.5,0.75,0,3.63,31.4,30,1.38,0.75,0.13,0.13,0.38,0.25,0.38,0.13,0.13,0,24.6,0,1.25,2.13,1.63,0.13,0,0.25,0,0.13,0.38,0.38,0,0,0,0,0,2.5,0.3125,1.75,70.00,1,1.25,0.25,1,2.5,40,1.5,1.38,0.75,0.09375,0.63,1,0.125,3.5,1.38,0.1725,0,41.1,2.88,11.9,22.1,7.63,1.75,41.1,1,0.5,50,0.38,37.5,20,115.9,63,1.5,1.63,0.25,0.75,0.63,21.1,1.63,0.38,0,0,0.75,1.13,0,0.38,1.75,0,0,0,5.5,1.13,1.25,2.38,47.4
1340,Max Kruse,GER,MFFW,Wolfsburg,Bundesliga,34,1988,5,2,272,3,0,3,0.67,22.2,0,0,13.9,0,0,0,30,40.3,13.43333333,74.4,548,80,12,16.3,73.5,14,16,87.5,3,1,4,1.333333333,75,0,1,1.33,1,0.33,2.33,40.3,35,5.33,1,0.33,1,2,2.67,0.67,0,0,0,30,0,2.67,3.33,2.67,0,0.33,0.33,0,0,0.33,0.33,0,0,0,0,0,0.33,0.11,0.33,100.00,0,0.33,0,0,0.33,0,0.33,0.67,0.33,0.11,0.33,0,0,0.33,0.33,0.11,0,48,0.67,3.67,20.7,24,6,48,1.33,0.67,50,0.67,50,22.7,105.7,48.7,1.33,1,0.33,1.33,1,35,10,0,0,0,1,1,0,2,0.33,0,0,0,3,2,0.33,2.33,85.7
1341,Lukas Kübler,GER,DF,Freiburg,Bundesliga,30,1992,9,9,778,8.6,2,0.58,0.35,60,0.4,0.67,11.3,0,0,0,31.4,45.2,5.255813953,69.4,555.3,152.9,13.6,16.7,81.3,12.7,17.7,71.7,3.84,0.4465116279,7.91,0.9197674419,48.5,0,0.23,3.14,0.23,0,2.44,45.2,38.6,6.28,0.58,0,0.23,1.63,5.7,0,0,0,0,31.4,0.35,0.7,0.58,0.47,0.12,0,0,0,0,0,0,0,0,0,0,0,2.21,0.2569767442,1.4,63.35,1.4,0.35,0.47,1.4,1.86,75,0.47,1.4,0.58,0.06744186047,0.81,1.51,0.1755813953,3.72,2.56,0.2976744186,0,56.3,4.3,18,27.2,11.4,1.51,56.3,0.7,0.47,66.7,0.23,33.3,23.5,103,44.3,0.47,0.58,0,1.16,0.23,30,3.95,0,0,0,1.16,0.47,0,1.63,1.4,0,0.12,0,5.7,1.28,0.81,2.09,61.1
